transcript_id,bw2-FR1,bw2-FR2,bw2-FR3,bw2-R1,bw2-R2,bw2-R3
rna-NM_102085.3,0,0,0,0,0,0
MSTRG.10583.1,51,65,36,198,150,225
rna-NM_001331985.1,248,0,275,606,460,0
rna-NR_139867.1,158,187,168,247,127,247
MSTRG.8414.1,1293,1819,1594,2928,2402,4454
MSTRG.6563.1,14,11,13,12,9,35
MSTRG.14183.1,3174,3505,3799,2739,2000,2274
rna-NM_102198.5,0,841,615,1078,0,1536
rna-gnl|WGS:|mrna.AT1G81020-RA,0,0,0,0,0,0
rna-NM_101766.3,0,0,0,0,0,0
MSTRG.12296.1,1344,1616,1425,862,787,806
rna-NM_102259.2,0,0,0,0,0,0
rna-NM_001334120.1,0,0,0,0,0,0
MSTRG.5451.1,234,284,263,727,598,907
MSTRG.16471.1,2958,3825,3785,3385,3058,3310
rna-NM_104468.3,39,72,31,65,25,70
MSTRG.4157.2,2444,3782,3212,2930,3075,2468
rna-NM_001334043.1,28,55,44,0,43,42
MSTRG.6057.1,74,136,123,207,202,178
rna-NR_143475.1,0,0,0,0,0,0
rna-NM_106492.3,0,0,0,0,0,0
MSTRG.7794.1,318,459,403,517,462,397
rna-NM_001332062.1,897,1242,971,815,786,873
rna-NM_102245.2,84,135,128,198,213,251
MSTRG.13169.1,3,0,0,186,125,231
MSTRG.7633.1,71,101,58,74,38,164
rna-NM_001334053.1,0,186,0,0,0,0
rna-NM_106258.4,618,770,695,787,610,687
rna-NM_001333118.1,0,0,0,0,0,0
MSTRG.6677.1,9984,13560,13475,23608,19666,27383
MSTRG.4377.4,193,320,241,72,116,74
MSTRG.16553.1,1471,2356,1845,3577,2967,3339
MSTRG.7290.1,1123,1611,1347,1217,1141,1334
MSTRG.14862.1,126,175,148,263,187,377
MSTRG.4184.5,708,1240,776,859,931,1030
rna-NM_101322.2,0,0,0,0,3,0
rna-NM_202460.1,0,0,0,0,0,0
rna-NM_105854.1,0,0,0,0,0,0
rna-NM_001332934.1,0,0,0,0,0,0
rna-NM_106365.1,0,0,0,0,0,0
MSTRG.11635.1,1049,1730,1396,1459,1355,1883
MSTRG.13392.1,239,443,411,883,714,1831
MSTRG.11796.1,3977,5755,5467,6877,6367,7579
MSTRG.17001.1,32,45,50,263,202,295
rna-NM_001331448.1,0,0,0,0,0,0
MSTRG.8521.1,62,60,68,457,272,422
MSTRG.9956.1,58,47,42,13,4,50
rna-NM_104410.3,355,518,493,1113,1016,1093
rna-NM_102610.4,74,124,75,117,0,397
MSTRG.9334.1,32,69,52,55,45,188
MSTRG.12029.1,62,125,100,74,74,280
rna-NR_143467.1,0,0,0,0,0,0
MSTRG.17367.1,0,15,9,22,8,54
MSTRG.18019.1,2269,3231,2746,6852,6021,7369
MSTRG.8804.1,3638,4494,4456,4646,4411,5536
MSTRG.16228.1,81,195,127,173,203,217
MSTRG.8063.1,77,115,76,101,72,449
rna-NM_001334261.1,0,0,0,0,0,0
rna-NM_001124010.1,12,18,13,307,362,257
MSTRG.1728.1,57,93,89,155,147,144
MSTRG.7047.1,14,31,25,18,8,35
rna-NM_001084230.3,0,0,0,0,0,0
MSTRG.7617.1,470,836,568,305,414,338
rna-NM_104656.1,3,0,0,0,0,0
rna-NM_202024.2,120,107,75,144,94,347
rna-NM_106270.3,2220,3378,3216,2965,2706,2420
rna-NM_001333171.1,0,0,0,0,0,0
MSTRG.12281.1,131,179,151,111,105,206
rna-NM_001124037.1,0,0,0,0,0,0
MSTRG.17802.1,61,88,84,60,67,91
rna-NM_104466.4,1128,1674,1658,2704,2710,3118
rna-NM_105776.3,205,329,321,740,533,1020
rna-NM_148628.1,0,0,0,0,5,5
MSTRG.13438.1,252,365,267,476,453,480
rna-NM_105655.3,695,734,683,517,605,1457
MSTRG.6351.1,120,166,159,277,163,467
MSTRG.17036.1,10,15,18,34,30,22
MSTRG.8038.1,7261,9883,9942,9162,8257,10045
MSTRG.17838.1,58,82,101,776,803,778
MSTRG.12295.1,477,638,560,348,324,351
rna-NM_001333770.1,0,0,0,0,0,0
rna-NM_104763.3,20,63,48,139,86,337
MSTRG.14043.1,119,122,154,414,299,321
rna-NM_100971.3,118,164,511,2407,1879,1803
MSTRG.2877.1,26,58,31,14,18,19
MSTRG.16457.1,424,656,546,563,572,505
MSTRG.12506.1,11,17,7,7,3,29
rna-NM_105020.5,0,0,0,0,0,0
rna-NM_179315.1,0,0,0,0,0,0
MSTRG.4243.1,16,43,45,182,211,130
MSTRG.12025.1,95,150,95,155,118,355
rna-NM_105740.2,3,3,3,0,3,0
MSTRG.10466.1,69,79,75,424,292,377
rna-NM_001124027.2,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G40143.1,0,0,0,0,0,0
rna-NM_001334797.1,0,0,0,0,0,0
rna-NM_105641.2,0,0,0,0,0,0
rna-NM_102928.5,0,0,0,0,0,0
MSTRG.13402.1,2038,2764,2280,2516,2169,3065
rna-NM_106634.2,0,0,0,0,0,0
MSTRG.18251.1,7,30,6,8,4,43
MSTRG.9209.1,7,29,21,22,13,95
rna-NM_104648.4,0,0,0,0,0,0
rna-NM_100838.6,0,0,0,0,0,0
rna-NM_105449.4,1499,1843,1927,3255,2465,3325
rna-NM_001335022.1,0,0,0,0,0,0
rna-NM_102078.3,0,0,0,0,0,0
MSTRG.292.1,119,192,145,207,191,222
rna-NM_001334389.1,0,0,0,0,0,0
MSTRG.5699.1,165,195,198,505,473,444
MSTRG.9215.1,0,2,0,7,9,31
MSTRG.16544.1,36,64,49,123,85,97
rna-NM_104632.4,0,0,0,0,0,754
rna-gnl|JCVI|mRNA.AT1G35280.1,0,0,0,0,3,0
MSTRG.15711.1,6,11,5,23,52,28
rna-NR_138737.1,7,1,1,0,0,0
rna-NM_105572.5,0,245,0,0,0,0
MSTRG.458.6,2,3,2,10,2,11
MSTRG.18017.1,262,371,312,287,287,427
rna-NM_103031.2,0,0,0,0,0,0
rna-NM_100148.3,760,970,802,687,679,557
rna-NM_102502.3,0,0,0,0,0,0
rna-NM_102086.3,0,0,0,0,0,0
MSTRG.4282.1,256,435,316,315,331,342
MSTRG.3384.2,5654,8944,7647,7390,6678,8088
rna-NM_001332425.1,0,0,0,0,0,0
MSTRG.18532.1,2565,3780,3043,5564,4877,5644
rna-gnl|JCVI|mRNA.AT1G42510.1,0,0,0,0,0,0
rna-NM_105778.2,659,892,794,1175,979,1184
MSTRG.18491.1,631,865,789,2084,1614,2056
MSTRG.9384.1,7,12,15,35,26,83
MSTRG.14037.1,1077,1865,1325,1031,921,1022
MSTRG.15938.1,92,120,101,41,61,49
MSTRG.11880.1,1359,1850,1553,1282,1148,1440
rna-NM_100172.3,0,0,0,0,0,0
MSTRG.2160.2,1396,1867,1677,1206,865,954
rna-NM_001198194.1,0,0,0,0,0,0
MSTRG.16100.1,84,133,116,192,175,152
MSTRG.1972.3,259,401,307,353,364,458
MSTRG.8771.1,34,65,46,65,57,244
rna-NM_105457.3,0,0,0,0,0,0
MSTRG.14487.1,63,132,96,83,66,337
MSTRG.18279.1,112,198,142,160,176,396
rna-gnl|WGS:|mrna.AT1G56490-RA,0,0,0,0,0,0
rna-NM_103808.2,83,108,89,97,110,156
MSTRG.13732.1,4330,6406,5420,6384,5437,7299
MSTRG.15889.1,8,19,17,38,30,52
MSTRG.18485.1,12224,15259,13247,4185,3493,3365
MSTRG.14027.1,127,241,145,128,135,165
MSTRG.9061.1,678,1156,801,623,595,692
MSTRG.7408.1,190,246,237,443,474,425
rna-NM_202378.2,0,28,27,20,19,0
MSTRG.5546.1,34,88,81,89,53,293
MSTRG.12710.1,3141,4271,3975,3230,2756,3565
MSTRG.7039.1,3597,5607,5464,11356,11261,9760
MSTRG.470.3,45,109,73,1206,1232,856
rna-NM_100985.3,0,0,0,0,0,0
rna-NM_001349575.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G38300.1,0,0,0,0,0,0
rna-NM_101646.3,98,177,190,0,13,31
rna-NM_106513.5,0,0,0,0,0,0
rna-NM_101545.4,0,0,0,0,0,0
rna-NM_102815.2,0,0,0,0,0,0
rna-NM_202111.2,0,0,0,0,0,0
rna-NM_001332436.1,0,0,0,0,0,0
rna-NM_102076.4,0,12,14,0,20,37
rna-NM_103699.5,0,0,0,0,0,0
MSTRG.15504.1,1806,3076,2122,2830,2404,3444
MSTRG.11052.1,43,78,111,239,198,291
rna-NM_001334697.1,0,0,0,0,0,0
rna-NM_001331810.1,0,0,0,0,0,0
MSTRG.18719.1,2334,3056,2827,3026,2571,2512
rna-NM_001198164.2,0,0,0,0,0,0
MSTRG.17482.1,11,26,13,23,18,105
MSTRG.18379.1,807,1144,1068,887,798,976
MSTRG.10030.1,205,321,187,33,29,71
rna-NM_106503.3,944,1449,1189,844,768,848
rna-gnl|JCVI|mRNA.AT1G57080.1,0,0,0,0,0,0
rna-NM_100338.3,428,633,639,593,497,920
rna-NM_105990.2,0,0,0,0,0,0
MSTRG.15052.1,15,27,19,29,30,41
rna-NM_001331688.1,33,30,39,44,44,89
rna-NM_001332093.1,0,0,0,0,0,0
MSTRG.18705.1,2632,3811,3589,2899,2923,3656
rna-NM_103790.3,143,220,149,202,159,585
rna-NM_100804.4,0,0,0,0,0,0
rna-NR_138839.1,0,7,2,3,0,2
rna-NM_001331709.1,0,0,0,0,0,0
MSTRG.11428.1,13,23,15,11,3,46
MSTRG.1871.2,110,167,129,303,244,345
rna-NM_001123808.2,0,52,0,30,18,122
MSTRG.18399.1,19,11,17,41,44,22
rna-NM_001332659.1,0,0,0,0,0,0
MSTRG.6936.1,10,14,10,7,7,22
MSTRG.12606.1,345,474,372,406,400,559
rna-NM_001332770.1,528,754,622,747,629,1205
rna-NM_101260.3,0,7,0,15,13,69
MSTRG.8205.1,511,727,596,529,456,540
rna-NM_001334700.1,0,0,0,0,0,0
MSTRG.11416.1,8,9,30,37,44,29
rna-NM_001123989.1,0,0,0,0,0,0
MSTRG.4820.4,743,948,299,69,53,46
MSTRG.15933.1,1617,2231,2294,4265,3877,4840
rna-NM_103126.2,0,0,0,0,0,0
MSTRG.12424.1,34,43,53,11,6,40
MSTRG.17314.1,1171,2028,1605,1556,1300,1410
rna-NM_001334962.1,0,0,0,0,0,0
MSTRG.12463.1,31,35,46,33,27,179
rna-NM_103946.3,1126,1375,1435,2606,2026,2364
MSTRG.16824.1,5,8,9,11,7,50
rna-NR_138642.1,0,0,0,0,0,0
MSTRG.6054.1,38,65,51,40,37,122
MSTRG.18162.1,968,1658,1200,1246,1159,1449
MSTRG.13363.1,6,0,6,3,3,25
rna-NM_104424.2,0,0,0,0,0,0
rna-NM_101962.4,0,0,0,0,0,0
rna-NM_180611.2,0,0,0,0,0,0
rna-NM_001036186.2,0,0,122,0,0,0
rna-NM_100771.4,2527,3522,2926,2167,1776,2492
rna-NM_101958.2,287,403,369,1127,926,913
rna-NM_001333272.1,0,0,0,0,0,0
rna-NM_103995.5,0,0,0,0,0,0
MSTRG.16979.1,52,100,101,373,267,315
rna-NM_001035979.1,0,0,0,0,0,0
rna-NM_106156.3,0,0,0,0,0,0
MSTRG.5320.1,769,1355,1076,2663,2331,2058
rna-NM_179545.3,0,0,0,0,0,0
rna-NM_001123997.1,0,0,0,0,0,0
rna-NM_001332671.1,0,6,0,13,6,6
rna-NM_001123870.4,0,0,0,0,0,0
rna-NM_106362.3,108,198,136,145,70,114
rna-NM_001332665.1,0,0,0,0,0,0
MSTRG.12937.1,402,539,383,352,382,358
rna-NM_100765.5,99,114,87,250,274,477
rna-NM_001331254.1,0,0,0,0,0,0
MSTRG.11795.1,283,367,265,410,392,633
MSTRG.18517.1,3446,5454,4586,7009,6790,7088
rna-NM_001331421.1,0,0,0,0,0,0
rna-NM_001123806.1,2,4,1,0,2,4
rna-gnl|JCVI|mRNA.AT1G64120.1,0,0,0,1,0,0
MSTRG.5480.1,1086,1665,1209,1318,1289,1346
MSTRG.313.3,189,245,165,364,338,349
MSTRG.11321.1,2248,3150,2665,4272,4205,5177
MSTRG.2731.7,1105,1827,1450,1443,1490,1508
MSTRG.9445.1,2119,3180,3388,14238,12211,15495
MSTRG.15293.1,20,51,20,50,37,83
rna-NM_103631.1,0,0,0,0,0,0
MSTRG.16061.1,51,51,44,43,61,132
rna-NM_001123987.1,0,0,0,0,0,0
rna-NM_001333098.1,0,0,0,0,0,0
MSTRG.17040.1,2547,3726,3354,5776,5707,5499
rna-NM_106199.5,280,437,341,503,541,589
rna-NM_100432.2,0,0,0,0,0,0
rna-NM_101315.4,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G50100.1,0,0,0,0,0,0
rna-NM_104232.4,2537,4396,2621,2779,1977,1653
MSTRG.16006.1,30,57,41,26,25,168
rna-NM_104993.2,129,203,192,311,230,412
rna-NM_001332235.1,0,0,0,0,0,0
rna-NM_104919.4,5071,6617,6441,10394,8179,13334
MSTRG.303.3,3106,4622,4171,6716,6416,7771
rna-NM_105978.4,0,0,0,0,0,0
MSTRG.6999.1,71,125,85,114,61,239
rna-NM_001332221.1,0,0,0,0,0,11
rna-NM_103625.3,0,0,0,0,0,0
rna-NM_101865.4,800,1193,871,911,931,705
rna-NM_001036072.2,0,0,0,0,0,0
MSTRG.937.2,23,34,21,77,79,239
MSTRG.5308.5,8,7,6,5,7,20
MSTRG.5308.4,434,487,491,233,435,311
MSTRG.5308.3,2180,2073,2732,4122,4567,2039
MSTRG.8849.1,962,1657,1290,3136,3107,3133
MSTRG.7672.1,1396,1439,1593,2608,1856,1976
rna-NM_001334248.1,4,14,19,20,9,9
rna-NR_138785.1,131,226,180,367,337,381
rna-NR_143388.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G44140.1,0,0,0,0,0,0
rna-NM_001331365.1,0,0,0,0,0,0
rna-NM_104067.1,0,0,0,0,0,0
MSTRG.7749.1,335,546,404,201,176,141
rna-NM_202056.2,0,0,0,0,0,13
rna-NM_001124067.2,3,0,0,9,3,9
MSTRG.16074.1,51,84,70,116,140,129
MSTRG.7648.1,190,269,271,689,624,602
rna-NM_102232.2,3,6,0,3,0,0
rna-NM_101946.4,22,33,14,22,30,38
MSTRG.6632.1,33,81,61,156,108,151
MSTRG.15307.1,41,57,68,389,350,825
MSTRG.13105.1,3536,5068,4664,4401,3837,3992
rna-NM_202071.3,866,1385,1276,2090,1897,2067
rna-NM_001331379.1,1140,1617,1259,574,0,103
rna-NM_103572.5,0,0,0,0,0,0
MSTRG.5400.1,225,294,333,142,130,89
MSTRG.15944.1,171,192,212,758,385,586
MSTRG.8855.1,5,18,13,13,14,62
rna-gnl|JCVI|mRNA.AT1G27815.1,0,0,0,0,0,0
rna-NM_104389.4,1451,0,1580,1703,1581,1483
MSTRG.4079.2,1465,2291,1994,3777,3582,4520
MSTRG.12691.1,1653,2917,2021,1117,1129,899
MSTRG.6607.1,3128,4257,3837,4811,4104,5781
MSTRG.15806.1,26,17,22,104,91,55
rna-gnl|WGS:|mrna.AT1G24657-RA,0,0,0,0,0,0
MSTRG.10331.1,1416994,527569,2066160,407786,638576,239616
MSTRG.13111.1,76,77,104,92,75,196
rna-NM_101459.4,0,0,0,0,0,0
rna-NM_104804.3,5,6,8,17,0,8
MSTRG.13988.1,34,58,40,104,51,121
MSTRG.10312.1,21,27,26,247,185,208
rna-NM_001331777.1,0,0,0,0,0,0
rna-NR_138790.1,0,0,0,0,0,0
rna-NM_106330.4,0,0,3,0,0,3
MSTRG.15264.1,26,57,52,45,59,140
MSTRG.4949.1,668,1007,856,1197,1049,1366
MSTRG.15778.1,1165,1967,1472,1156,932,1017
rna-NM_106646.4,0,0,0,0,0,0
MSTRG.11555.1,50,81,59,330,312,367
MSTRG.15286.1,2073,2940,2220,2323,2085,2913
MSTRG.15216.1,11,21,23,14,7,51
MSTRG.8574.1,38,35,34,59,25,30
rna-NM_102645.4,341,473,454,0,443,71
MSTRG.16352.1,2511,3951,3241,7694,7114,8250
rna-NM_106661.3,0,14,11,15,9,27
rna-NM_001332112.1,0,0,0,0,0,0
rna-NM_001332003.1,0,0,0,0,0,0
MSTRG.17452.1,3,5,2,51,51,127
rna-NM_001333509.1,0,0,0,0,0,0
MSTRG.9414.1,1130,1730,1392,1484,1368,1447
rna-NM_001333574.1,0,0,0,0,0,0
rna-NM_001084265.2,150,201,197,536,521,592
rna-NM_104153.4,0,5,0,0,0,5
MSTRG.16107.1,0,6,11,128,110,125
rna-NM_104397.5,0,0,0,0,0,0
rna-NR_143386.1,0,0,0,0,0,0
MSTRG.5755.1,491,759,656,572,654,515
MSTRG.6267.1,192,288,288,430,516,463
MSTRG.842.2,22,49,24,32,24,15
rna-NM_001084271.2,0,0,0,0,0,0
rna-NM_001332380.1,0,0,0,0,0,0
rna-NM_100041.2,0,0,0,31,22,30
MSTRG.943.2,1685,2221,1550,2323,1973,2427
rna-NM_001036139.2,171,226,227,272,342,549
rna-NM_001333678.1,0,0,56,0,0,0
rna-NM_101552.3,0,0,0,3,0,0
MSTRG.8130.1,709,1046,1029,2231,1988,1827
rna-NM_001035951.3,101,138,137,275,263,310
MSTRG.12239.1,258,413,298,487,534,472
MSTRG.11698.1,133,185,145,291,223,205
rna-NR_139610.1,0,0,0,2,0,0
rna-NM_001084039.1,0,0,0,16,0,11
rna-NM_100986.4,42,126,103,445,367,407
rna-NM_105705.4,0,0,0,0,0,0
MSTRG.17626.1,183,412,280,116,62,132
rna-NM_202403.2,0,123,88,30,0,0
rna-NM_104387.4,0,0,0,0,0,0
rna-NM_001334496.1,0,0,0,0,0,0
MSTRG.13810.1,1528,2088,1639,1681,1456,1650
rna-NM_001198347.1,0,0,0,0,0,0
rna-NM_105075.2,10,14,8,4,3,3
rna-NM_179362.1,41,43,12,61,64,20
MSTRG.5907.1,9771,15572,13962,22364,22550,21800
rna-NM_001035945.1,0,0,0,0,0,0
MSTRG.13645.1,17,25,24,19,20,98
rna-gnl|JCVI|mRNA.AT1G43240.1,0,0,0,0,0,0
MSTRG.6277.1,8972,13409,12570,21317,20215,22496
rna-NM_001198357.1,8,13,8,36,46,18
rna-NM_100367.2,0,0,0,0,0,0
MSTRG.7362.1,37,46,29,221,184,175
rna-NM_202112.2,96,154,114,89,154,137
rna-gnl|JCVI|mRNA.AT1G04720.1,0,0,0,0,0,0
MSTRG.17614.1,31,41,65,87,91,89
MSTRG.15363.1,50,103,64,252,168,153
MSTRG.17677.1,9,9,19,46,26,42
rna-NM_001084362.1,0,0,0,0,0,0
MSTRG.10765.1,1970,3026,2495,2343,2111,2278
MSTRG.4415.3,8,12,10,0,1,5
MSTRG.15657.1,267,611,499,466,466,454
rna-NM_102771.4,0,0,0,0,0,0
rna-NM_105061.2,3,0,0,0,0,3
MSTRG.10033.1,325,521,563,2222,1864,2339
MSTRG.13659.1,158,321,240,140,110,79
MSTRG.9262.1,132,216,195,191,99,382
MSTRG.13290.1,26,47,34,62,50,159
MSTRG.10392.1,15,28,30,55,31,91
rna-NM_001332452.1,0,0,0,0,0,0
rna-NM_105523.3,0,0,15,13,0,19
rna-NM_001333600.1,6,15,0,0,9,0
MSTRG.10922.1,20,27,47,46,35,107
rna-NM_001332773.1,0,0,0,0,0,0
MSTRG.959.2,12,41,31,195,139,142
MSTRG.15077.1,5159,7802,8103,19133,18729,16191
MSTRG.10771.1,20,51,16,25,29,111
rna-NM_101228.2,0,0,0,0,0,0
rna-NM_102765.4,22,44,38,38,22,10
rna-NM_001334519.1,0,0,0,0,0,0
MSTRG.9521.1,14,3,6,2,0,22
MSTRG.9618.1,14,59,22,40,28,132
MSTRG.16634.1,7,21,15,54,47,182
MSTRG.8712.1,6,37,7,18,13,54
rna-NM_001084166.2,0,0,0,0,0,0
MSTRG.3524.2,233,506,421,2747,2337,2903
MSTRG.6269.1,3101,3922,4165,1965,1669,2280
rna-NM_100885.4,3,13,8,52,24,43
rna-NM_100375.4,0,0,0,0,0,0
MSTRG.9905.1,1024,1480,1184,2662,2691,3026
MSTRG.7028.1,159,202,214,325,208,353
rna-NM_103125.5,3948,6006,5678,11109,12120,11227
rna-NM_101745.5,0,0,6,3,0,3
rna-NM_001084027.2,0,0,0,0,0,0
MSTRG.11925.1,93,109,113,227,154,580
rna-NM_001333822.1,10,6,0,9,9,6
MSTRG.8264.1,9411,13399,12234,31242,26338,30099
MSTRG.4214.2,35,48,31,142,158,122
MSTRG.9626.1,27,71,69,68,67,106
MSTRG.4214.5,1,2,1,4,3,10
rna-NM_001333676.1,0,0,0,0,0,0
MSTRG.17721.1,2188,3417,2762,3191,2961,3962
MSTRG.14827.1,2104,3436,2678,1140,1129,1051
MSTRG.15921.1,357,443,385,839,721,595
rna-NM_001084037.2,0,0,0,0,0,0
MSTRG.16534.1,1503,2195,2000,3213,3396,2440
rna-NM_001036185.1,0,0,0,0,0,0
MSTRG.18573.1,194,229,177,431,369,466
MSTRG.7737.1,320,479,413,710,616,816
MSTRG.8955.1,31,27,21,26,10,157
MSTRG.2516.3,89,126,99,122,144,116
MSTRG.13785.1,21,23,21,19,34,26
rna-NM_180612.4,0,0,0,0,0,0
MSTRG.17263.1,16,18,33,30,30,68
rna-NR_139406.1,0,0,0,0,0,0
rna-NM_100369.5,1077,1737,1353,1314,1164,1473
MSTRG.7103.1,44,112,68,130,111,249
rna-NM_101053.3,0,3,0,3,0,1
MSTRG.15963.1,7781,10782,11791,21012,19899,20642
rna-NM_001333836.1,0,0,0,0,0,0
MSTRG.11806.1,1730,2574,2518,5010,4111,6236
MSTRG.13210.1,13,33,33,14,11,35
MSTRG.7012.1,1928,2714,2375,4471,4225,5072
rna-NR_139023.1,9,8,0,5,16,12
rna-NM_001332315.1,1066,1589,1377,0,0,1016
MSTRG.14417.1,912,1857,1416,1877,2408,1871
rna-NM_001084158.1,0,0,0,0,0,0
rna-NM_102565.2,0,0,0,0,0,0
rna-NM_100718.5,61,86,101,104,92,302
MSTRG.10251.1,1499,2019,1769,1754,1660,1710
MSTRG.15904.1,139,194,166,157,104,577
rna-NR_139395.1,0,0,0,0,0,0
rna-NM_001331926.1,504,657,573,1287,882,2672
rna-NM_179505.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G41720.1,0,0,0,0,0,0
MSTRG.15551.1,99,142,131,426,404,681
rna-NR_139381.1,0,0,0,0,0,0
MSTRG.8949.1,4710,7155,5695,1683,1602,1671
rna-NR_139438.1,0,0,0,0,0,0
rna-NM_101043.2,233,330,316,411,395,408
rna-NM_103231.4,0,0,0,0,0,0
MSTRG.12934.1,2335,3397,2665,3293,2972,3661
rna-gnl|JCVI|mRNA.AT1G34240.1,3,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G08870.1,0,0,0,0,0,0
rna-NM_106435.2,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G50330-RA,0,0,0,0,3,0
rna-NM_001198131.1,0,0,0,0,0,0
MSTRG.15972.1,11,26,20,42,54,89
rna-NM_001332871.1,24,52,0,0,42,55
MSTRG.10245.1,74,130,125,113,100,95
MSTRG.3633.2,660,987,867,864,742,902
rna-NM_001333245.1,61,0,153,248,204,361
MSTRG.13205.1,241,401,345,447,404,459
rna-NR_139169.1,0,0,0,0,1,0
rna-NM_202247.1,26,34,59,163,134,163
rna-NM_103658.3,14,6,25,0,6,17
rna-NM_001198447.1,0,324,0,0,0,498
rna-NR_138855.1,2404,3338,3293,1748,1842,1720
rna-NR_139367.1,0,0,0,0,0,0
rna-NM_179510.1,0,0,0,0,0,0
MSTRG.5357.1,165,194,99,31,18,34
rna-NM_001332275.1,141,216,114,57,27,70
MSTRG.16409.1,97,118,121,119,109,203
MSTRG.9371.1,283,264,416,4722,2775,4216
rna-NM_100720.3,0,0,0,0,0,0
MSTRG.14954.1,34,52,31,7,15,38
rna-NM_001198457.2,0,0,0,0,0,0
MSTRG.12211.1,237,607,338,909,659,604
rna-NM_101188.3,0,0,0,0,0,0
rna-NR_138841.1,0,0,0,0,0,0
rna-NM_001036071.1,0,0,0,0,0,0
MSTRG.8631.1,351,602,509,763,638,952
rna-NM_001334184.1,0,0,0,0,0,0
MSTRG.16415.1,16372,26637,24315,47677,46188,49564
rna-NM_100730.4,0,0,0,0,0,0
MSTRG.9199.1,328,568,408,207,139,519
MSTRG.8656.1,464,789,532,1044,963,1002
MSTRG.16912.1,274,447,334,1289,1363,1380
rna-NM_100588.4,2845,3855,3414,9452,7932,8747
MSTRG.6089.1,267,400,385,427,342,587
rna-NM_001331842.1,0,0,0,0,0,18883
MSTRG.9185.1,15,44,33,32,31,111
MSTRG.14482.1,14,29,22,20,11,47
MSTRG.4897.3,172,310,333,1007,840,1012
MSTRG.9869.1,140,185,157,722,552,761
rna-NM_103595.4,233,314,322,428,450,717
MSTRG.13145.1,405,823,614,398,421,354
rna-NM_001332260.1,0,0,0,0,0,0
MSTRG.12464.1,1372,2038,1562,1492,1348,1190
rna-NM_001160863.1,0,0,0,27,348,0
rna-gnl|JCVI|mRNA.AT1G40106.1,0,0,0,0,0,0
rna-NM_103660.6,73,108,66,113,113,288
MSTRG.8624.1,19,19,10,14,31,207
rna-gnl|JCVI|mRNA.AT1G33300.1,0,0,0,0,0,0
MSTRG.5817.1,79,103,81,30,17,51
rna-NM_103670.1,0,0,0,0,0,0
rna-NM_101593.2,3,3,0,0,0,0
rna-NM_001331770.1,17,0,15,0,0,0
MSTRG.7274.1,236,290,270,125,103,273
MSTRG.18301.1,587,924,618,670,486,854
rna-NM_202093.4,0,0,0,0,0,0
MSTRG.18238.1,270,456,318,574,488,461
rna-NM_101786.3,427,364,95,243,28,360
MSTRG.14314.1,165,217,156,313,260,320
MSTRG.14608.1,69,108,94,101,121,116
MSTRG.16661.1,278,382,306,265,251,298
rna-NM_148511.1,0,0,0,0,0,0
MSTRG.10639.1,76,67,84,289,276,314
MSTRG.16495.1,5,2,5,22,10,103
MSTRG.7242.1,6,11,17,17,7,41
rna-NM_001331989.1,0,0,0,0,0,0
rna-NM_101919.2,0,0,0,0,0,0
rna-NR_139260.1,11,8,1,9,5,20
MSTRG.14239.1,881,1388,1120,2650,2402,3072
MSTRG.9480.1,89,260,128,77,33,211
rna-NM_001332115.1,0,0,0,0,0,0
rna-NM_001331474.1,0,0,0,0,0,0
MSTRG.6663.1,309,420,435,1255,1144,1194
rna-NR_138623.1,0,0,90,120,622,77
MSTRG.13150.1,702,1014,1035,1345,963,1536
MSTRG.5014.2,572,798,727,940,895,1085
MSTRG.3680.2,27,22,31,56,28,87
MSTRG.3680.3,47,68,55,160,109,96
rna-NR_138772.1,2,4,1,0,2,0
MSTRG.14078.1,2,2,5,11,11,23
MSTRG.5728.1,27,50,64,30,41,69
rna-NM_099998.4,0,0,0,0,0,2053
MSTRG.9490.1,18,18,27,57,57,53
rna-gnl|WGS:|mrna.AT1G43050-RA,0,0,0,0,0,0
MSTRG.18315.1,84,113,106,116,117,133
rna-NM_202083.1,0,0,0,0,0,0
MSTRG.7798.1,0,5,6,49,40,25
MSTRG.13563.1,130,202,170,434,321,494
rna-NM_001161003.2,0,0,0,0,0,0
MSTRG.9105.1,561,826,601,631,670,782
MSTRG.5066.2,1394,2716,2225,1505,1548,1558
rna-NM_100615.3,78,150,142,161,140,166
MSTRG.8322.1,102,217,101,72,58,58
MSTRG.11625.1,1334,2124,1522,1173,1264,1402
rna-NM_001333023.1,0,0,0,0,0,0
rna-NM_106683.2,0,0,0,0,0,0
MSTRG.6673.1,560,924,708,735,712,669
MSTRG.2613.2,1173,1730,1320,1192,1077,1486
rna-NM_105870.4,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G65830.1,0,0,0,0,0,0
rna-NM_001198398.1,0,0,0,0,0,0
MSTRG.2897.2,104,236,229,593,618,673
rna-NM_001333555.1,0,0,0,0,0,0
